text,label
"Szczerze to nie wiem, czemu aż tak bardzo polecany jest w drogeriach, przecież to żadne wow, miała m rozstępy takie w początkowej fazie, a używając tego olejku widzę jeszcze więcej rozstępów, które są głębsze i brzydsze, czyli nie wyglądają przyzwoicie. Ja nie mówię, że tak jest tylko, że nie jest to super dobry olejek, tylko bardzo dobry i bardzo wydajny.",Neutral
"Lodowka fajnie się prezentuje, pojemna, półki praktycznie rozplanowane, nieco za głośna ale idzie sie przyzwyczaić i wydaje troche inne dzwięki od tradyzyjnej lodówki ale... no własnie popsuła sie po 2. 5 roku, więc jeśli ktoś nie chce wymieniać co 2 lata sprzetu to nie polecam, nie wiem może nam sie trafił jakiś feralny model ale w sklepie agd potwierdzili że firma beko się rozreklamowała i wraz ze wzrotem zainteresowania straciła na jakości. Lepiej wydać pare zł więcej i mieć spokój na parę lat.",Neutral
"Lodowka fajnie się prezentuje, pojemna, półki praktycznie rozplanowane, nieco za głośna ale idzie sie przyzwyczaić i wydaje troche inne dzwięki od tradyzyjnej lodówki ale... no własnie popsuła sie po 2. 5 roku, więc jeśli ktoś nie chce wymieniać co 2 -3 lata to chyba nie warto.",Neutral
"Lodowka fajnie się prezentuje, pojemna, półki praktycznie rozplanowane, nieco za głośna ale idzie sie przyzwyczaić i wydaje troche inne dzwięki od tradyzyjnej lodówki ale... no własnie popsuła sie po 2. 5 roku, więc jeśli ktoś nie chce wymieniać co 2 lata to lepiej brać nowy model.",Neutral
"Bohaterem filmu jest chłopiec, Stefek oraz jego siostra, Elka. Mieszkają z matką w małym miasteczku. Ich życie można określić, jako dziwne. Stefek codziennie obserwuje swojego ojca na stacji kolejowej. Ojca, który zostawił rodzinę i odszedł do innej kobiety. Chłopiec nie może się z tym pogodzić i zrozumieć, dlaczego. Stosuje różne sztuczki, aby wpłynąć na ojca i jego los. Gdy jego plan będzie już w pełni dopracowany „ zmusi ” ojca, aby „ odwiedził ” ich matkę. W międzyczasie Elka ma rozmowę o prace.",Neutral
"Bohaterem filmu jest chłopiec, Stefek oraz jego siostra, Elka. Mieszkają z matką w małym miasteczku. Ich życie można określić, jako dziwne. Stefek codziennie obserwuje swojego ojca na stacji kolejowej. Ojca, który zostawił rodzinę i odszedł do innej kobiety. Wkrótce zostaje zauważony przez jego narzeczoną, Elkę. Oboje próbują sobie pomóc, ponieważ chłopak ma nadzieję, że uda mu się odnaleźć ukochaną. Nadzieje szybko się kończą. Stefek wraca do domu, a mama i siostra szykują się do wyjazdu.",Neutral
"Bohaterem filmu jest chłopiec, Stefek oraz jego siostra, Elka. Mieszkają z matką w małym miasteczku. Ich życie można określić, jako dziwne. Stefek codziennie obserwuje swojego ojca na stacji kolejowej. Ojca, który zostawił rodzinę i odszedł do innej kobiety. Chłopiec chce się dowiedzieć, dlaczego ojciec odszedł, ale ojciec nie chce z nim o tym rozmawiać. Stefek marzy o tym, żeby znaleźć się w innej szkole.",Neutral
"Spośród szlifierek METABO WQ1400W, Hitachi 1500W G13VA, SKILL 1200W to Dewalt okazal się być najlepszy. Choć mi pracuje się lepiej z METABO bo jest poręczniejsza, to pracownik woli DEWALTA, bo sie nie przegrzewa i jest zwyczajnie mocniejszy ( a to też 1400W ) Mam ją może z rok i już 3 raz wysyłam na serwis ( nadzwyczaj sprawnie i szybko działa ) Zaznaczyć trzeba żę pracuje duuużo i ciężko. Najczęściej z przystawką do satynowania a to są duże obciążenia. Polecam, jednak DEWALT i tak lekko przed. Hitachi nie dość, że zdecydowanie droższy to system regulacji obrotów przy obciążeniu świruje.",Neutral
"Spośród szlifierek METABO WQ1400W, Hitachi 1500W G13VA, SKILL 1200W to Dewalt okazal się być najlepszy. Choć mi pracuje się lepiej z METABO bo jest poręczniejsza, to pracownik woli DEWALTA, bo sie nie przegrzewa i jest zwyczajnie mocniejszy ( a to też 1400W ) Mam ją może z rok i już 3 raz ją zmieniłem ( tym razem z innym typem) i jestem mega zadowolony z efektu!",Neutral
"Spośród szlifierek METABO WQ1400W, Hitachi 1500W G13VA, SKILL 1200W to Dewalt okazal się być najlepszy. Choć mi pracuje się lepiej z METABO bo jest poręczniejsza, to pracownik woli DEWALTA, bo sie nie przegrzewa i jest zwyczajnie mocniejszy ( a to też 1400W ) Mam ją może z rok i już 3 raz ją naprawiam i jest OK, jest ok.",Neutral
"Użytkowany od 2 miesięcy, więc o awaryjności jeszcze nic nie powiem. Polecam do małej łazienki, dość fajna funkcja fresh matic, czyli spłuczkę możemy załadować środkiem zapachowo dezynfekcyjnym w kształcie niebieskiej kredki. Sam sposób aplikacji jest dość przekombinowany, ale działa : ) Do tego kupił em miskę Style, której do końca nie polecę. Mało praktyczna : podczas korzystania niestety trochę odbija od powierzchni miski. Winien jest profil miski. Przeprasza że tak dość obrazowo, ale konkretnie. Pozdrawiam...",Neutral
"Użytkowany od 2 miesięcy, więc o awaryjności jeszcze nic nie powiem. Polecam do małej łazienki, dość fajna funkcja fresh matic, czyli spłuczkę możemy załadować środkiem zapachowo dezynfekcyjnym w kształcie niebieskiej kredki. Sam sposób aplikacji jest dość intuicyjny, wystarczy zwilżyć środek i wlać wodę pod strumień. Woda w małej ilości wystarcza na mycie i szorowanie.",Neutral
"Użytkowany od 2 miesięcy, więc o awaryjności jeszcze nic nie powiem. Polecam do małej łazienki, dość fajna funkcja fresh matic, czyli spłuczkę możemy załadować środkiem zapachowo dezynfekcyjnym w kształcie niebieskiej kredki. Sam sposób aplikacji jest dość delikatny i nie ubija się, dzięki czemu jest bardzo łatwy w użyciu.",Neutral
"Kupił em 15 żarówek po 17zł sztukę. W ciągu kilku tygodni od razu 3 sztuki zaczęły migać. Na szczęście zakupione były w lokalnym supermarkecie i dostał em zwrot gotówki ( 51zł ) od ręki w dniu reklamacji. Zawiodł em się na Philipsie ponieważ 20 % zawodności do za dużo jak na taką markę. Po około roku zaczęła migać kolejna żarówka, ale przy 1 reklamacji zostawił em paragon w sklepie więc mówi się trudno. Mam mieszane uczucia ponieważ znajomi kupili LEDy od firm typu no name i nie mają problemu, a ja w porównaniu z nimi przepłacił em i kupił em bublowaty produkt marki Philips...",Negative
Kupił em 15 żarówek po 17zł sztukę. W ciągu kilku tygodni od razu 3 sztuki zaczęły migać. Na szczęście zakupione były w lokalnym supermarkecie i dostał em zwrot gotówki ( 51zł ) od ręki w dniu reklamacji. Zawiodł em się na Philipsie ponieważ 20 % zawodności do za dużo jak na taką markę. Po kilku tygodniach żarówka zaczęła świecić na zielono i nie da się jej włączyć. Do tej pory świeciła na zielono.,Negative
"Kupił em 15 żarówek po 17zł sztukę. W ciągu kilku tygodni od razu 3 sztuki zaczęły migać. Na szczęście zakupione były w lokalnym supermarkecie i dostał em zwrot gotówki ( 51zł ) od ręki w dniu reklamacji. Zawiodł em się na Philipsie ponieważ 20 % zawodności do za dużo jak na taką markę. Po 3 tygodniach żarówek znowu zaczęły migać. Na szczęście sprzedawca powiedział, że te 20 % to tylko u niego na stronie. Wróciłem do Philips i zamówiłem jeszcze raz. Po miesiącu kupiłem ponownie te same żarówki i znowu za dużo jak na taką markę. Umówiłem się na wymianę żarówki. Kupiłem nową w cenie starej.",Negative
Za ta cenę spodziewał em się bardziej dopracowanego sprzętu. Miska mocowana w robocie jest w przeciwnym kierunku niż kręci się rózga tak więc przy cięższych ciastach lubi się wypiąć podczas pracy. Niedopracowane same rózgi do misy ( chociaż wyglądają bardzo profesjonalnie ) pozostawiają na dnie nierozmieszane ciasto lub krem ( zaznaczę ze posiadam inne miksery roboty które wypadają o niebo lepiej ) Najbardziej irytujące są jednak mieszadła silikonowe które powinny zbierać wszystko ze ścianek oraz spodu misy co bardzo przeszkadza a właściwie uniemożliwia podbijanie mas na * * * * * z jednoczesnym podgrzewaniem ( w tym celu to zakupił em ) chyba że chcemy jajecznicę to wtedy są wręcz idealne. Co do trwałości robota nie mogę nic powiedzieć za krótko go posiadam. Reasumując osobiście nie kupił by m ponownie robota za taką cenę wiedząc o jego wadach. Do napisania opini skłoniło mnie rozczarowanie : ( : ( : ( i jestem delikatnie wciekły nie wspomnę że lżejszy o 3800. Zawsze jest nadzieja ze ktoś z firmy Kenwood przeczyta moje wypociny i w przyszłych modelach poprawią niedoróbki. Tak tak wiem ze nadzieja jest matką.....,Negative
Za ta cenę spodziewał em się bardziej dopracowanego sprzętu. Miska mocowana w robocie jest w przeciwnym kierunku niż kręci się rózga tak więc przy cięższych ciastach lubi się wypiąć podczas pracy. Niedopracowane same rózgi do misy ( chociaż wyglądają bardzo profesjonalnie ) pozostawiają na dnie nierozmieszane ciasto lub krem ( zaznaczę ze posiadam inne miksery roboty które wypadają o niebo lepiej ) Najbardziej irytujące są jednak mieszadła silikonowe które powinny zbierać wszystko ze ścianek oraz spodu misy co bardzo przeszkadza a właściwie uniemożliwia korzystanie z miski.,Negative
Za ta cenę spodziewał em się bardziej dopracowanego sprzętu. Miska mocowana w robocie jest w przeciwnym kierunku niż kręci się rózga tak więc przy cięższych ciastach lubi się wypiąć podczas pracy. Niedopracowane same rózgi do misy ( chociaż wyglądają bardzo profesjonalnie ) pozostawiają na dnie nierozmieszane ciasto lub krem ( zaznaczę ze posiadam inne miksery roboty które wypadają o niebo lepiej ) Najbardziej irytujące są jednak mieszadła silikonowe które powinny zbierać wszystko ze ścianek oraz spodu misy co bardzo przeszkadza a właściwie uniemożliwia dokładne mieszanie masy. Posiadanie robota do mieszania masy za pomocą sitka nie jest zbyt rozsądne.,Negative
"Jestem świeżo po zakupie Marantza 611. Urządzenie bardzo dobrze odtwarza płyty CD. Gorzej jest z nośnikami USB. Nośniki czytane są długo i dźwięk jest słyszalnie uboższy pomimo odtwarzania plików FLAC. Jednak kompletna porażka to wieszanie się urządzenia jeśli zaczynamy słuchać stacji z radia cyfrowego DAB +. Sytuacja jest powtarzalna po dodaniu stacji dwóch DAB + do ulubionych i próbie przełączania się między nimi następuje zawieszenie urządzenia, dokładniej odtwarzania dźwięku. Przywrócenie odtwarzania dziwięku jest możliwe po wybraniu stacji FM do odtwarzania. Drugą kwestią jest włączanie się samo z siebie urządzenia. Czyli śpisz sobie a ono się włącza. Wyłączasz. Za 2h jest to samo. Jeśli do tego dodamy głęboko rozczarowującą scenę dżwiękową dla nośników USB lepiej kupić coś tańszego nawet jeśli będzie miało te same wady.",Negative
Jestem świeżo po zakupie Marantza 611. Urządzenie bardzo dobrze odtwarza płyty CD. Gorzej jest z nośnikami USB. Nośniki czytane są długo i dźwięk jest słyszalnie uboższy pomimo odtwarzania plików FLAC. Jednak kompletna porażka to wieszanie się urządzenia jeśli zaczynamy słuchać stacji z radia cyfrowego DAB +. Sytuacja jest powtarzalna po dodaniu stacji dwóch DAB + do ulubionych i próbie przełączania się między nimi na inne.,Negative
"Jestem świeżo po zakupie Marantza 611. Urządzenie bardzo dobrze odtwarza płyty CD. Gorzej jest z nośnikami USB. Nośniki czytane są długo i dźwięk jest słyszalnie uboższy pomimo odtwarzania plików FLAC. Jednak kompletna porażka to wieszanie się urządzenia jeśli zaczynamy słuchać stacji z radia cyfrowego DAB +. Sytuacja jest powtarzalna po dodaniu stacji dwóch DAB + do ulubionych i próbie przełączania się między nimi. Za pierwszym razem wszystko działa, za drugim już nie. Nie można wyłączyć urządzenia, bo w urządzeniu po prostu nie ma zasięgu (brak kabla) i po prostu nie ma jak go włączyć. Próba odłączenia zasilania powoduje włączenie się urządzenia i ponowne wyłączenie, aż w końcu znowu zacznie działać. Problem jest o tyle istotny, że po przełączeniu stacji na inną częstotliwość (np. na stację DAB +) ponownie odtwarza dane.",Negative
"Ten router to porażka, gdyż nie jest w stanie poprawnie współpracować z modemem Huawei E180 pomimo tego ze w specyfikacji umieszczonej na opakowaniu producent zapewnia, że biedzie współpracować co okazało się nieprawdą. Router po chwili od włączenia rozłącza internet także nie da się z niego w ogóle korzystać i nie pomagają aktualizacje firmware. Być może z innym modem ten router by zadziałał ale producent powinien podać na opakowaniu prawdziwą listę kompatybilnych modemów która jest dostępna jedynie na jego stronie internetowej jak sie dobrze poszuka.. także nie polecam kupywać jeśli nie ma sie modemu ktory na 100 % bedzie do niego pasował, a żeby tak było to producent i model modemu, a także sieć z której modem pochodzi musi sie zgadzac dokladnie z lista dostepna jedynie na stronie producenta.",Negative
"Ten router to porażka, gdyż nie jest w stanie poprawnie współpracować z modemem Huawei E180 pomimo tego ze w specyfikacji umieszczonej na opakowaniu producent zapewnia, że biedzie współpracować co okazało się nieprawdą. Router po chwili od włączenia rozłącza internet także nie da się z niego w ogóle korzystać i nie pomagają aktualizacje firmware. Być może z innym modem ten router by zadziałał ale w takiej sytuacji to jest porażka. Poniżej screen z rozmowy z infolinią Huawei.",Negative
"Ten router to porażka, gdyż nie jest w stanie poprawnie współpracować z modemem Huawei E180 pomimo tego ze w specyfikacji umieszczonej na opakowaniu producent zapewnia, że biedzie współpracować co okazało się nieprawdą. Router po chwili od włączenia rozłącza internet także nie da się z niego w ogóle korzystać i nie pomagają aktualizacje firmware. Być może z innym modem ten router by zadziałał ale ten który mam z racji tego że go posiadam nie posiada tego złącza co powinien. Zasadniczo na początku działania nie było problemu gdyż działało, natomiast gdy zacząłem korzystać z routera to z niego nie dało się korzystać. Odłączenie od internetu i restarty nie pomogły. Aktualizacja firmware nie pomogła. Przetestowałem go z poziomu routera, w domu mam 2 urządzenia sieciowe i każdy działa tak samo.",Negative
"Chyba spodziewała m się czegoś więcej, po kosmetyku o którym słyszała m tyle słów zachwytu. Jak dla mnie kosmetyk jest w zbyt ciepłej tonacji, trzeba z nim bardzo uważać by nie zrobić sobie plam na twarzy ( nie wykluczam, że jest to spowodowane moim brakiem umiejętności makijażowych ). Plusy to fajne matowe wykończenie, brak świecących drobinek, piękne i wytrzymałe opakowanie, co dla mnie jest ważne bo często podróżuję i zdarza się, że kosmetyki niszczą mi się przy transporcie. Puder zaliczył lot ze stolika i lądowanie na podłodze i jest cały - test odporności zdał celująco. Co nie zmienia faktu, że racze nie kupię kolejny raz tego kosmetyku : (",Neutral
"Chyba spodziewała m się czegoś więcej, po kosmetyku o którym słyszała m tyle słów zachwytu. Jak dla mnie kosmetyk jest w zbyt ciepłej tonacji, trzeba z nim bardzo uważać by nie zrobić sobie plam na twarzy ( nie wykluczam, że jest to spowodowane moim brakiem umiejętności makijażowych ). Plusy to fajne matowe wykończenie, matowy i delikatny kolor, matowy i przyjemny zapach, matowy i przyjemny zapach. Opakowanie nie jest tragiczne, po otwarciu czuć w środku zapach czegoś jeszcze, ale nie wiem jaki to jest zapach. Nie jest zbyt trwały i szybko się rozkłada, ale jak na taką pojemność to jest to bardzo dobry kosmetyk. Jest wydajny i ma dobrą projekcję.",Neutral
"Chyba spodziewała m się czegoś więcej, po kosmetyku o którym słyszała m tyle słów zachwytu. Jak dla mnie kosmetyk jest w zbyt ciepłej tonacji, trzeba z nim bardzo uważać by nie zrobić sobie plam na twarzy ( nie wykluczam, że jest to spowodowane moim brakiem umiejętności makijażowych ). Plusy to fajne matowe wykończenie, bardzo dobra trwałość i łatwość aplikacji.",Neutral
"Zanim wybrała m Lumie 640 szukała m opinii, ale niestety nie trafiła m na dyskusje o samoczynnych resetach. Po tygodniu użytkowania telefon trafił na serwis z powodu samoczynnego wyłączania się i żądania PINu. Telefon ( nowy z salonu, oczywiście na gwarancji ) wyłącza się po kilkanaście razy dziennie. Pierwsze 2 tygodnie w serwisie i aktualizacja oprogramowania nie pomogły - nadal to samo. Potem kolejne 3 tygodnie w serwisie, aktualizacja oprogramowania ( jaki serwis potrzebuje 3 tyg.na aktualizację oprogramowania ? ! ) i nadal to samo. Nic nie zostało naprawione. I teraz kolejny zwrot. I co z tego, że telefon jest na gwarancji, że nowy, skoro i tak nie można z niego normalnie korzystać ? ! Dno.... Radzę wszystkim wybrać coś sprawdzonego, a nie MS Lumia. Wcześniej miała m Lumia 520 - telefon świetny, ale to jeszcze była NOKIA. Wszystkim zastanawiającym się nad wyborem telefonu szczerze odradzam Lumie 640 - oszczędźcie sobie nerwów.",Negative
"Zanim wybrała m Lumie 640 szukała m opinii, ale niestety nie trafiła m na dyskusje o samoczynnych resetach. Po tygodniu użytkowania telefon trafił na serwis z powodu samoczynnego wyłączania się i żądania PINu. Telefon ( nowy z salonu, oczywiście na gwarancji ) wyłącza się po kilkanaście razy dziennie. Pierwsze 2 tygodnie w serwisie i aktualizacja oprogramowania nie pomogły - nadal to samo. Potem kolejne 3 tygodnie w serwisie, aktualizacja oprogramowania ( jaki serwis od tego? ) nie pomogła. Telefon był już raz naprawiany w serwisie i nie przyniosło to skutku. Teraz po kolejnej aktualizacji znowu telefon nie chce się włączyć. W serwisie stwierdzili, że jest to problem z softem. I teraz najważniejsze pytanie, czy warto go oddawać do serwisu na serwis? Telefon został odebrany w serwisie i jak twierdzą serwisanci ( oczywiście sami nie mogą potwierdzić tego ) telefon jest w pełni sprawny. Telefon ma jakieś problemy z systemem, a konkretnie z brakiem aktualizacji oprogramowania.",Negative
"Zanim wybrała m Lumie 640 szukała m opinii, ale niestety nie trafiła m na dyskusje o samoczynnych resetach. Po tygodniu użytkowania telefon trafił na serwis z powodu samoczynnego wyłączania się i żądania PINu. Telefon ( nowy z salonu, oczywiście na gwarancji ) wyłącza się po kilkanaście razy dziennie. Pierwsze 2 tygodnie w serwisie i aktualizacja oprogramowania nie pomogły - nadal to samo. Potem kolejne 3 tygodnie w serwisie, aktualizacja oprogramowania ( jaki serwis ?) nie pomogła, więc telefon został odesłany na serwis. Dziś dostałem zwrot pieniędzy za produkt, który otrzymałem od sprzedawcy i który jest sprzedawany jako nowy. Telefon ma już rok. Co z nim mogę zrobić?",Negative
"Grzejniki ładne ale mają beznadziejne termostaty bez pamięci nastaw i możliwości programowania. Można jedynie skorygować nastawy fabryczne ale do czasu pierwszego zaniku napięcia, potem i tak wszystko powróci do nastaw fabrycznych. Poza tym termostaty bardzo łatwo się zacinają i grzejnik daje ile fabryka dała. Oczywiście na koszt właściciela. Grzejniki praktycznie nie nadają się do ogrzewania pomieszczeń bez stałego dozoru. Jeszcze jedno w czasie pracy wydają dziwne odgłosy i to całkiem głośno. Może to wyrzuty sumienie tego co je zaprojektował.",Negative
"Grzejniki ładne ale mają beznadziejne termostaty bez pamięci nastaw i możliwości programowania. Można jedynie skorygować nastawy fabryczne ale do czasu pierwszego zaniku napięcia, potem i tak wszystko powróci do nastaw fabrycznych. Poza tym termostaty bardzo łatwo się nagrzewają, na razie jestem z nich zadowolony. Zalety: 1. Zmienny układ regulacji temperatury (domyślnie jest na 4) 2. Bardzo mała cena za ten produkt. 3. Możliwość sterowania temperaturą poprzez sterownik PWM 4. Brak konieczności kupowania dodatkowego sprzętu do ogrzewania. 5.",Negative
"Grzejniki ładne ale mają beznadziejne termostaty bez pamięci nastaw i możliwości programowania. Można jedynie skorygować nastawy fabryczne ale do czasu pierwszego zaniku napięcia, potem i tak wszystko powróci do nastaw fabrycznych. Poza tym termostaty bardzo łatwo się przegrzewają i przy bardzo niskich temperaturach przy bardzo wysokich temp. nie są wcale stabilne.",Negative
"Budzik zdecydowanie nie jest warty ceny 75 zł. Zalety : ładny wygląd, dobre spasowanie materiału, duże czytelne cyfry, głośny alarm. Wady : wykonany z kiepskiej jakości, taniego plastiku, przyciski ( w tym alarmu i drzemki ) umieszczone z tyłu, co jest bardzo niepraktyczne w nocy, przyciski też tandetne ( głośne i twarde ). Może przeszkadzać : brak regulacji podświetlenia, bateria podtrzymująca pamięć w coraz rzadziej spotykanej postaci 9V ( nie mogły być paluszki ? ). Przydatna była by również opcja regulacji alarmu ( np. od delikatnego do mocnego ).",Negative
"Budzik zdecydowanie nie jest warty ceny 75 zł. Zalety : ładny wygląd, dobre spasowanie materiału, duże czytelne cyfry, głośny alarm. Wady : wykonany z kiepskiej jakości, taniego plastiku, przyciski ( w tym alarmu i drzemki ) umieszczone z tyłu, co jest bardzo niepraktyczne w mojej ocenie. Jeśli ktoś jest posiadaczem tego zegarka i jest w stanie sam go rozkręcić to bez problemu sobie z tym poradzi, co nie znaczy że jest w tym jakiś problem. Ogólnie zegarek jest dla mnie średni.",Negative
"Budzik zdecydowanie nie jest warty ceny 75 zł. Zalety : ładny wygląd, dobre spasowanie materiału, duże czytelne cyfry, głośny alarm. Wady : wykonany z kiepskiej jakości, taniego plastiku, przyciski ( w tym alarmu i drzemki ) umieszczone z tyłu, co jest bardzo niepraktyczne w użytkowaniu, brak możliwości włączenia/wyłączenia budzika, budzik nie posiada budzika.",Negative
"Obiektyw ten przeznaczony jest dla osób które dopiero zaczynają fotografowanie lustrzankami cyfrowymi marki Canon. Jest to obiektyw bez stabilizacji obrazu ( jest ona w nowszym modelu Mark III ). Cena tego obiektywu nie jest wygórowana. Można go już kupić w bardzo dobrym stanie za około 160 - 190 zł, czyli jak na obiektyw śmieszne pieniądze. Dla początkującego fotografa będzie to dobry wybór na zapoznanie się z możliwościami własnego sprzętu, jeśli nie chce on wykładać na początku wielkich sum na obiektyw. Sprzętem tym można wykonać dobre zdjęcia, lecz wymaga to trochę wprawy i znajomości aparatu, którego używamy. Polecam go głównie początkującym użytkownikom. Bardziej zaawansowani powinni skierować się w stronę innych obiektywów.",Positive
"Obiektyw ten przeznaczony jest dla osób które dopiero zaczynają fotografowanie lustrzankami cyfrowymi marki Canon. Jest to obiektyw bez stabilizacji obrazu ( jest ona w nowszym modelu Mark III ). Cena tego obiektywu nie jest wygórowana. Można go już kupić w bardzo dobrym stanie za około 160 - 190 zł, czyli jak na obiektyw śmieszne pieniądze. Dla początkującego fotografa będzie to okazja do nauczenia się jak robić zdjęcia oraz zapoznania się z technologią optyczną. Zdjęcia będą bardzo realistyczne a film, w jakości Full HD, nie będzie przeszkadzał.",Positive
"Obiektyw ten przeznaczony jest dla osób które dopiero zaczynają fotografowanie lustrzankami cyfrowymi marki Canon. Jest to obiektyw bez stabilizacji obrazu ( jest ona w nowszym modelu Mark III ). Cena tego obiektywu nie jest wygórowana. Można go już kupić w bardzo dobrym stanie za około 160 - 190 zł, czyli jak na obiektyw śmieszne pieniądze. Dla początkującego , który jeszcze nie zdecydował się na profesjonalną lustrzankę, taka cena będzie wystarczająca. Warto przy tym zauważyć że jakość zdjęć w tym obiektywie jest niezwykle wysoka. Warto dodać, że obiektyw ten ma możliwość nagrywania obrazu w rozdzielczości 16,2 megapikseli.",Positive
"Grill ma wadę, dużą, z którą niestety żył em 3 lata. Tłuszcz zamiast skapywać w całości do dołączonej miseczki, spływał pod płytę grzewczą, zawsze po grillowaniu, musiałem go postawić w pionie i patrzeć jak wylewa się to na blat. Nie wiem czy Philips tego nie przemyślał, nie sprawdził, ale jest to tragiczne niedopatrzenie. Kilka dni temu grill odmówił posłuszeństwa. Nie grzeje. Pokrętło do do ustawiania temperatury odmówiło z rok temu, przestało mieć grzechotkę, ale nie przeszkadzało to w użytkowaniu. Za minus uważam też brak możliwości dokupienia samych płyt teflonowych, choćby w cenie połowy grilla. Zdecydowanie nie polecam i nie kupię grilla Philipsa, a w przypadku awarii, muszę kupić nowego.",Negative
"Grill ma wadę, dużą, z którą niestety żył em 3 lata. Tłuszcz zamiast skapywać w całości do dołączonej miseczki, spływał pod płytę grzewczą, zawsze po grillowaniu, musiałem go postawić w pionie i patrzeć jak wylewa się to na blat. Nie wiem czy Philips tego nie przemyślał, nie sprawdził, ale jest to tragiczne niedopatrzenie. Kilka dni temu grill był na gwarancji.",Negative
"Grill ma wadę, dużą, z którą niestety żył em 3 lata. Tłuszcz zamiast skapywać w całości do dołączonej miseczki, spływał pod płytę grzewczą, zawsze po grillowaniu, musiałem go postawić w pionie i patrzeć jak wylewa się to na blat. Nie wiem czy Philips tego nie przemyślał, nie sprawdził, ale jest to tragiczne niedopatrzenie. Kilka dni temu grill owałem grillowane warzywa i już widzę jak tłuszcz spłynie pod płytę, a na płycie nie pozostanie nawet kropla tłuszczu, który powinien zostać w pojemniku na tłuszcz.",Negative
"Przereklamowane. ( podobnie jak inne towary ( np. wkrętarka bosch i to z serii dla prof. użytku ! ) Jak za tę cenę, oczekiwał em od robota wyższej jakości. Zaledwie po kilku razach użycia wydobywać się zaczyna smar z pod wałka / gniazda mieszadła. W tej cenie nie powinno to mieć NIGDY miejsca. Ogólnie siłę robot ma, i wygląda na nie do zajeżdżenia - choć mam obawy do przekładni czy się nie rozsypie - strasznie głośno chodzi. Dzieciaki z kuchni uciekają.. Poza tym potwornie drogie dodatki, cokolwiek by to nie było. Osobiście, teraz by śmy go nie kupili.",Negative
Przereklamowane. ( podobnie jak inne towary ( np. wkrętarka bosch i to z serii dla prof. użytku ! ).,Negative
Przereklamowane. ( podobnie jak inne towary ( np. wkrętarka bosch i to z serii dla prof. użytku ! ) ).,Negative
"hhmm, no to jazda z tym Wygląd i to tylko ta zaleta. Jeśli chodzi o resztę to ; brak osiowości ławki, brak stabilności ( ćwicząc na ławce skos ujemny radzę zakładać pampersa ). Teraz widze że sprzęt jest robiony masowo przez zwykłego Kowalskiego ( na Chiński to będzie Jung Pęk Spaw ). Urządzenie do ćwiczeń na nogi ucieka kilka stopni w jedną stronę, modlitewnik tragedia, oparcie do ćwiczenia rozpiętek na siedząco jest krzywo osadzone, ogólnie kupując jeszcze raz wybrał by m Chińborka 1, ale nie za 1800zł. Moim zdaniem jest wart jakieś 1100zł. Mam jakieś 174 cm. oczywiście wzrostu, jest niewygodny ćwicząc barki na wyciągu nie wyprostujesz ramion. Ogólnie polecam TV Samsung Smart jakieś 40 pare cali za te pinąchy i oglądając co dziennie youtuba jakieś 30 - 50 min. ćwiczył by m pompki i takie tam pochodne, Rezultat ten sam ( o ile nie lepszy ), a ile radości. Pozdrawiam Marsh...",Negative
"hhmm, no to jazda z tym Wygląd i to tylko ta zaleta. Jeśli chodzi o resztę to ; brak osiowości ławki, brak stabilności ( ćwicząc na ławce skos ujemny radzę zakładać pampersa ). Teraz widze że sprzęt jest robiony masowo przez zwykłego Kowalskiego ( na Chiński to będzie Jung Pęk Spaw ). Urządzenie do ćwiczeń na nogi ucieka kilka stopni w jedną stronę, modlitewnik tragedia, oparcie do ćwiczenia rozpiętek na siedząco jest krzywo osadzone, sztanga do wyciskania na ławce jest za ciężka i źle leży na nodze ( to moje subiektywne odczucie) a do tego dochodzi wadliwy system chłodzenia i nie mogę na nim ćwiczyć. Na razie to tylko moje spostrzeżenia, ale to jeszcze nie koniec. Jeśli coś nie jest złe to z pewnością nie można tego nazwać wadliwym sprzętem.",Negative
"hhmm, no to jazda z tym Wygląd i to tylko ta zaleta. Jeśli chodzi o resztę to ; brak osiowości ławki, brak stabilności ( ćwicząc na ławce skos ujemny radzę zakładać pampersa ). Teraz widze że sprzęt jest robiony masowo przez zwykłego Kowalskiego ( na Chiński to będzie Jung Pęk Spaw ). Urządzenie do ćwiczeń na nogi ucieka kilka stopni w jedną stronę, modlitewnik tragedia, oparcie do ćwiczenia rozpiętek na siedząco jest krzywo osadzone, i nawet przy prawidłowym wyproście siedzi się trochę za głęboko i plecy bolą. Za bardzo odstaje od reszty. Wybieram się w tym roku na siłkę, ale chyba nie pójdę bo jestem za biedny, żeby mieć sprzęt do ćwiczeń na nogi za 300-500 zł.",Negative
